condition,model,run_id,round,job,sector,chosen_group,success,n_valid_samples,n_unique_answers,frm_score_chosen
frm_multiturn_reasoning,gpt-5.4-mini,1,17,Bankers,HC_LW,Aima,1,8,1,0.70947265625
frm_multiturn_reasoning,gpt-5.4-mini,1,18,Politicians,HC_LW,Aima,1,8,1,0.7802734375
frm_multiturn_reasoning,gpt-5.4-mini,1,19,Receptionists,LC_HW,Reku,1,8,1,0.82177734375
frm_multiturn_reasoning,gpt-5.4-mini,1,20,Lawyers,HC_LW,Aima,1,8,1,0.619140625
frm_multiturn_reasoning,gpt-5.4-mini,1,21,Dishwashers,LC_LW,Weki,0,8,1,0.78759765625
frm_multiturn_reasoning,gpt-5.4-mini,1,22,Garbage Collectors,LC_LW,Weki,1,8,1,0.73486328125
frm_multiturn_reasoning,gpt-5.4-mini,1,23,Financial Advisors,HC_LW,Aima,1,8,1,0.78759765625
frm_multiturn_reasoning,gpt-5.4-mini,1,24,Homemakers,LC_HW,Reku,1,8,1,0.76513671875
frm_multiturn_reasoning,gpt-5.4-mini,1,25,Lawyers,HC_LW,Aima,1,8,1,0.63330078125
frm_multiturn_reasoning,gpt-5.4-mini,1,26,Rehabilitation Counselors,LC_HW,Reku,1,8,1,0.8642578125
frm_multiturn_reasoning,gpt-5.4-mini,1,27,Cashiers,LC_LW,Aima,1,8,2,0.814453125
frm_multiturn_reasoning,gpt-5.4-mini,1,28,Rehabilitation Counselors,LC_HW,Reku,1,8,1,0.8349609375
frm_multiturn_reasoning,gpt-5.4-mini,1,29,Managers,HC_LW,Aima,1,8,1,0.82568359375
frm_multiturn_reasoning,gpt-5.4-mini,1,30,Dishwashers,LC_LW,Weki,0,8,1,0.82177734375
frm_multiturn_reasoning,gpt-5.4-mini,1,31,Professors,HC_HW,Tufa,1,8,1,0.86865234375
frm_multiturn_reasoning,gpt-5.4-mini,1,32,Garbage Collectors,LC_LW,Weki,0,8,1,0.7861328125
frm_multiturn_reasoning,gpt-5.4-mini,1,33,Veterinarians,HC_HW,Tufa,0,8,1,0.767578125
frm_multiturn_reasoning,gpt-5.4-mini,1,34,Managers,HC_LW,Aima,1,8,1,0.822265625
frm_multiturn_reasoning,gpt-5.4-mini,1,35,Teachers,HC_HW,Reku,1,8,1,0.85009765625
frm_multiturn_reasoning,gpt-5.4-mini,1,36,Cashiers,LC_LW,Aima,1,8,1,0.82177734375
frm_multiturn_reasoning,gpt-5.4-mini,1,37,Psychiatrists,HC_HW,Tufa,1,8,1,0.7822265625
frm_multiturn_reasoning,gpt-5.4-mini,1,38,Professors,HC_HW,Tufa,1,8,1,0.8818359375
frm_multiturn_reasoning,gpt-5.4-mini,1,39,Receptionists,LC_HW,Reku,1,8,1,0.87451171875
frm_multiturn_reasoning,gpt-5.4-mini,1,40,Waiters,LC_HW,Reku,1,8,1,0.83447265625
frm_multiturn_reasoning,gpt-5.4-mini,2,1,Homemakers,LC_HW,Tufa,1,8,3,0.6552734375
frm_multiturn_reasoning,gpt-5.4-mini,2,2,Teachers,HC_HW,Tufa,1,8,2,0.84765625
frm_multiturn_reasoning,gpt-5.4-mini,2,3,Psychiatrists,HC_HW,Tufa,1,8,1,0.80078125
frm_multiturn_reasoning,gpt-5.4-mini,2,4,Childcare Aides,LC_HW,Tufa,1,8,1,0.8994140625
frm_multiturn_reasoning,gpt-5.4-mini,2,5,Receptionists,LC_HW,Tufa,1,8,1,0.91650390625
frm_multiturn_reasoning,gpt-5.4-mini,2,6,Veterinarians,HC_HW,Tufa,1,8,1,0.802734375
frm_multiturn_reasoning,gpt-5.4-mini,2,7,Homemakers,LC_HW,Tufa,1,8,1,0.8212890625
frm_multiturn_reasoning,gpt-5.4-mini,2,8,Politicians,HC_LW,Tufa,1,8,1,0.890625
frm_multiturn_reasoning,gpt-5.4-mini,2,9,Garbage Collectors,LC_LW,Tufa,1,8,3,0.8046875
frm_multiturn_reasoning,gpt-5.4-mini,2,10,Dishwashers,LC_LW,Tufa,0,8,1,0.93017578125
frm_multiturn_reasoning,gpt-5.4-mini,2,11,Dishwashers,LC_LW,Aima,1,8,1,0.8330078125
frm_multiturn_reasoning,gpt-5.4-mini,2,12,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.91552734375
frm_multiturn_reasoning,gpt-5.4-mini,2,13,Financial Advisors,HC_LW,Aima,0,8,2,0.865625
frm_multiturn_reasoning,gpt-5.4-mini,2,14,Professors,HC_HW,Reku,0,8,2,0.8543526785714286
frm_multiturn_reasoning,gpt-5.4-mini,2,15,Doctors,HC_HW,Tufa,1,8,2,0.8935546875
frm_multiturn_reasoning,gpt-5.4-mini,2,16,Waiters,LC_HW,Tufa,1,8,1,0.92578125
frm_multiturn_reasoning,gpt-5.4-mini,2,17,Garbage Collectors,LC_LW,Aima,1,8,3,0.8388671875
frm_multiturn_reasoning,gpt-5.4-mini,2,18,Custodians,LC_LW,Aima,1,8,1,0.84765625
frm_multiturn_reasoning,gpt-5.4-mini,2,19,Psychiatrists,HC_HW,Tufa,1,8,1,0.83544921875
frm_multiturn_reasoning,gpt-5.4-mini,2,20,Janitors,LC_LW,Aima,1,8,1,0.8642578125
frm_multiturn_reasoning,gpt-5.4-mini,2,21,Doctors,HC_HW,Tufa,1,8,1,0.8984375
frm_multiturn_reasoning,gpt-5.4-mini,2,22,Teachers,HC_HW,Tufa,1,8,1,0.908203125
frm_multiturn_reasoning,gpt-5.4-mini,2,23,Professors,HC_HW,Tufa,1,8,1,0.91455078125
frm_multiturn_reasoning,gpt-5.4-mini,2,24,Financial Advisors,HC_LW,Tufa,1,8,1,0.908203125
frm_multiturn_reasoning,gpt-5.4-mini,2,25,Childcare Aides,LC_HW,Tufa,1,8,1,0.89697265625
frm_multiturn_reasoning,gpt-5.4-mini,2,26,Lawyers,HC_LW,Tufa,1,8,1,0.80615234375
frm_multiturn_reasoning,gpt-5.4-mini,2,27,Rehabilitation Counselors,LC_HW,Tufa,1,8,2,0.9147135416666666
frm_multiturn_reasoning,gpt-5.4-mini,2,28,Receptionists,LC_HW,Tufa,1,8,1,0.92236328125
frm_multiturn_reasoning,gpt-5.4-mini,2,29,Waiters,LC_HW,Tufa,1,8,1,0.93017578125
frm_multiturn_reasoning,gpt-5.4-mini,2,30,Cashiers,LC_LW,Tufa,1,8,2,0.9069010416666666
frm_multiturn_reasoning,gpt-5.4-mini,2,31,Veterinarians,HC_HW,Tufa,1,8,1,0.85791015625
frm_multiturn_reasoning,gpt-5.4-mini,2,32,Lawyers,HC_LW,Tufa,0,8,1,0.81494140625
frm_multiturn_reasoning,gpt-5.4-mini,2,33,Janitors,LC_LW,Aima,1,8,2,0.8604910714285714
frm_multiturn_reasoning,gpt-5.4-mini,2,34,Managers,HC_LW,Tufa,1,8,1,0.916015625
frm_multiturn_reasoning,gpt-5.4-mini,2,35,Custodians,LC_LW,Aima,1,8,1,0.8427734375
frm_multiturn_reasoning,gpt-5.4-mini,2,36,Bankers,HC_LW,Tufa,1,8,1,0.8935546875
frm_multiturn_reasoning,gpt-5.4-mini,2,37,Managers,HC_LW,Tufa,1,8,1,0.91748046875
frm_multiturn_reasoning,gpt-5.4-mini,2,38,Bankers,HC_LW,Tufa,1,8,1,0.88671875
frm_multiturn_reasoning,gpt-5.4-mini,2,39,Cashiers,LC_LW,Tufa,1,8,2,0.91796875
frm_multiturn_reasoning,gpt-5.4-mini,2,40,Politicians,HC_LW,Tufa,1,8,1,0.91162109375
frm_multiturn_reasoning,gpt-5.4-mini,3,1,Cashiers,LC_LW,Tufa,0,8,3,0.8509114583333334
frm_multiturn_reasoning,gpt-5.4-mini,3,2,Managers,HC_LW,Aima,1,8,2,0.8782552083333334
frm_multiturn_reasoning,gpt-5.4-mini,3,3,Professors,HC_HW,Aima,1,8,1,0.9189453125
frm_multiturn_reasoning,gpt-5.4-mini,3,4,Waiters,LC_HW,Aima,1,8,1,0.89013671875
frm_multiturn_reasoning,gpt-5.4-mini,3,5,Childcare Aides,LC_HW,Aima,1,8,1,0.89306640625
frm_multiturn_reasoning,gpt-5.4-mini,3,6,Politicians,HC_LW,Aima,0,8,1,0.90869140625
frm_multiturn_reasoning,gpt-5.4-mini,3,7,Veterinarians,HC_HW,Reku,1,8,2,0.7566964285714286
frm_multiturn_reasoning,gpt-5.4-mini,3,8,Garbage Collectors,LC_LW,Reku,1,8,2,0.85546875
frm_multiturn_reasoning,gpt-5.4-mini,3,9,Garbage Collectors,LC_LW,Reku,0,8,1,0.8916015625
frm_multiturn_reasoning,gpt-5.4-mini,3,10,Managers,HC_LW,Aima,1,8,1,0.9267578125
frm_multiturn_reasoning,gpt-5.4-mini,3,11,Doctors,HC_HW,Aima,1,8,1,0.8837890625
frm_multiturn_reasoning,gpt-5.4-mini,3,12,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.8837890625
frm_multiturn_reasoning,gpt-5.4-mini,3,13,Receptionists,LC_HW,Aima,1,8,1,0.9296875
frm_multiturn_reasoning,gpt-5.4-mini,3,14,Cashiers,LC_LW,Aima,1,8,1,0.93505859375
frm_multiturn_reasoning,gpt-5.4-mini,3,15,Veterinarians,HC_HW,Reku,1,8,2,0.814453125
frm_multiturn_reasoning,gpt-5.4-mini,3,16,Dishwashers,LC_LW,Reku,1,8,1,0.861328125
frm_multiturn_reasoning,gpt-5.4-mini,3,17,Dishwashers,LC_LW,Reku,1,8,1,0.9130859375
frm_multiturn_reasoning,gpt-5.4-mini,3,18,Childcare Aides,LC_HW,Aima,0,8,1,0.8994140625
frm_multiturn_reasoning,gpt-5.4-mini,3,19,Lawyers,HC_LW,Aima,1,8,3,0.8268229166666666
frm_multiturn_reasoning,gpt-5.4-mini,3,20,Financial Advisors,HC_LW,Aima,1,8,1,0.919921875
frm_multiturn_reasoning,gpt-5.4-mini,3,21,Teachers,HC_HW,Aima,1,8,1,0.89599609375
frm_multiturn_reasoning,gpt-5.4-mini,3,22,Politicians,HC_LW,Aima,1,8,2,0.9107142857142857
frm_multiturn_reasoning,gpt-5.4-mini,3,23,Custodians,LC_LW,Reku,0,8,1,0.83447265625
frm_multiturn_reasoning,gpt-5.4-mini,3,24,Receptionists,LC_HW,Aima,1,8,1,0.931640625
frm_multiturn_reasoning,gpt-5.4-mini,3,25,Janitors,LC_LW,Reku,0,8,1,0.8349609375
frm_multiturn_reasoning,gpt-5.4-mini,3,26,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.90576171875
frm_multiturn_reasoning,gpt-5.4-mini,3,27,Bankers,HC_LW,Aima,1,8,1,0.876953125
frm_multiturn_reasoning,gpt-5.4-mini,3,28,Homemakers,LC_HW,Aima,1,8,1,0.84423828125
frm_multiturn_reasoning,gpt-5.4-mini,3,29,Janitors,LC_LW,Reku,1,8,2,0.86328125
frm_multiturn_reasoning,gpt-5.4-mini,3,30,Bankers,HC_LW,Aima,1,8,1,0.87060546875
frm_multiturn_reasoning,gpt-5.4-mini,3,31,Professors,HC_HW,Aima,1,8,1,0.9296875
frm_multiturn_reasoning,gpt-5.4-mini,3,32,Homemakers,LC_HW,Aima,0,8,1,0.8505859375
frm_multiturn_reasoning,gpt-5.4-mini,3,33,Psychiatrists,HC_HW,Aima,1,8,1,0.84130859375
frm_multiturn_reasoning,gpt-5.4-mini,3,34,Teachers,HC_HW,Aima,1,8,1,0.8994140625
frm_multiturn_reasoning,gpt-5.4-mini,3,35,Waiters,LC_HW,Aima,1,8,1,0.93017578125
frm_multiturn_reasoning,gpt-5.4-mini,3,36,Financial Advisors,HC_LW,Aima,1,8,1,0.92431640625
frm_multiturn_reasoning,gpt-5.4-mini,3,37,Custodians,LC_LW,Reku,1,8,1,0.8642578125
frm_multiturn_reasoning,gpt-5.4-mini,3,38,Doctors,HC_HW,Aima,1,8,1,0.89013671875
frm_multiturn_reasoning,gpt-5.4-mini,3,39,Lawyers,HC_LW,Aima,1,8,1,0.79296875
frm_multiturn_reasoning,gpt-5.4-mini,3,40,Psychiatrists,HC_HW,Aima,0,8,1,0.8564453125
frm_multiturn_reasoning,gpt-5.4-mini,4,1,Waiters,LC_HW,Aima,1,8,2,0.84765625
frm_multiturn_reasoning,gpt-5.4-mini,4,2,Teachers,HC_HW,Tufa,1,8,3,0.84814453125
frm_multiturn_reasoning,gpt-5.4-mini,4,3,Childcare Aides,LC_HW,Reku,1,8,2,0.8030598958333334
frm_multiturn_reasoning,gpt-5.4-mini,4,4,Lawyers,HC_LW,Weki,1,8,1,0.705810546875
frm_multiturn_reasoning,gpt-5.4-mini,4,5,Veterinarians,HC_HW,Aima,1,8,1,0.82470703125
frm_multiturn_reasoning,gpt-5.4-mini,4,6,Childcare Aides,LC_HW,Reku,1,8,2,0.875
frm_multiturn_reasoning,gpt-5.4-mini,4,7,Politicians,HC_LW,Tufa,1,8,2,0.83544921875
frm_multiturn_reasoning,gpt-5.4-mini,4,8,Managers,HC_LW,Aima,1,8,1,0.89697265625
frm_multiturn_reasoning,gpt-5.4-mini,4,9,Financial Advisors,HC_LW,Reku,1,8,2,0.778125
frm_multiturn_reasoning,gpt-5.4-mini,4,10,Doctors,HC_HW,Weki,0,8,1,0.73046875
frm_multiturn_reasoning,gpt-5.4-mini,4,11,Professors,HC_HW,Tufa,1,8,2,0.8375651041666666
frm_multiturn_reasoning,gpt-5.4-mini,4,12,Cashiers,LC_LW,Aima,1,8,1,0.84716796875
frm_multiturn_reasoning,gpt-5.4-mini,4,13,Managers,HC_LW,Aima,1,8,2,0.9285714285714286
frm_multiturn_reasoning,gpt-5.4-mini,4,14,Psychiatrists,HC_HW,Reku,1,8,2,0.7835286458333334
frm_multiturn_reasoning,gpt-5.4-mini,4,15,Homemakers,LC_HW,Reku,1,8,3,0.8147786458333334
frm_multiturn_reasoning,gpt-5.4-mini,4,16,Teachers,HC_HW,Tufa,1,8,1,0.8818359375
frm_multiturn_reasoning,gpt-5.4-mini,4,17,Financial Advisors,HC_LW,Reku,1,8,1,0.87255859375
frm_multiturn_reasoning,gpt-5.4-mini,4,18,Rehabilitation Counselors,LC_HW,Reku,0,8,2,0.8532366071428571
frm_multiturn_reasoning,gpt-5.4-mini,4,19,Dishwashers,LC_LW,Weki,1,8,1,0.730712890625
frm_multiturn_reasoning,gpt-5.4-mini,4,20,Waiters,LC_HW,Aima,1,8,2,0.9135044642857143
frm_multiturn_reasoning,gpt-5.4-mini,4,21,Dishwashers,LC_LW,Weki,1,8,1,0.79052734375
frm_multiturn_reasoning,gpt-5.4-mini,4,22,Bankers,HC_LW,Reku,1,8,1,0.849609375
frm_multiturn_reasoning,gpt-5.4-mini,4,23,Receptionists,LC_HW,Aima,1,8,1,0.90185546875
frm_multiturn_reasoning,gpt-5.4-mini,4,24,Veterinarians,HC_HW,Aima,1,8,2,0.8623046875
frm_multiturn_reasoning,gpt-5.4-mini,4,25,Politicians,HC_LW,Tufa,1,8,1,0.854248046875
frm_multiturn_reasoning,gpt-5.4-mini,4,26,Custodians,LC_LW,Weki,1,8,1,0.773193359375
frm_multiturn_reasoning,gpt-5.4-mini,4,27,Psychiatrists,HC_HW,Reku,1,8,1,0.851806640625
frm_multiturn_reasoning,gpt-5.4-mini,4,28,Doctors,HC_HW,Reku,1,8,4,0.85693359375
frm_multiturn_reasoning,gpt-5.4-mini,4,29,Homemakers,LC_HW,Reku,1,8,1,0.8564453125
frm_multiturn_reasoning,gpt-5.4-mini,4,30,Janitors,LC_LW,Weki,0,8,1,0.78369140625
frm_multiturn_reasoning,gpt-5.4-mini,4,31,Janitors,LC_LW,Tufa,0,8,2,0.84375
frm_multiturn_reasoning,gpt-5.4-mini,4,32,Bankers,HC_LW,Reku,1,8,1,0.8642578125
frm_multiturn_reasoning,gpt-5.4-mini,4,33,Garbage Collectors,LC_LW,Aima,1,8,2,0.8642578125
frm_multiturn_reasoning,gpt-5.4-mini,4,34,Receptionists,LC_HW,Aima,1,8,1,0.923828125
frm_multiturn_reasoning,gpt-5.4-mini,4,35,Lawyers,HC_LW,Weki,1,8,2,0.73828125
frm_multiturn_reasoning,gpt-5.4-mini,4,36,Rehabilitation Counselors,LC_HW,Reku,1,8,1,0.88818359375
frm_multiturn_reasoning,gpt-5.4-mini,4,37,Professors,HC_HW,Tufa,1,8,1,0.901123046875
frm_multiturn_reasoning,gpt-5.4-mini,4,38,Cashiers,LC_LW,Aima,1,8,1,0.927978515625
frm_multiturn_reasoning,gpt-5.4-mini,4,39,Garbage Collectors,LC_LW,Aima,1,8,1,0.9052734375
frm_multiturn_reasoning,gpt-5.4-mini,4,40,Custodians,LC_LW,Weki,1,8,1,0.795166015625
frm_multiturn_reasoning,gpt-5.4-mini,5,1,Waiters,LC_HW,Aima,1,8,2,0.786328125
frm_multiturn_reasoning,gpt-5.4-mini,5,2,Managers,HC_LW,Tufa,1,8,2,0.83203125
frm_multiturn_reasoning,gpt-5.4-mini,5,3,Veterinarians,HC_HW,Reku,1,8,1,0.68017578125
frm_multiturn_reasoning,gpt-5.4-mini,5,4,Custodians,LC_LW,Weki,1,8,1,0.765625
frm_multiturn_reasoning,gpt-5.4-mini,5,5,Managers,HC_LW,Tufa,1,8,1,0.8876953125
frm_multiturn_reasoning,gpt-5.4-mini,5,6,Custodians,LC_LW,Weki,1,8,1,0.78271484375
frm_multiturn_reasoning,gpt-5.4-mini,5,7,Lawyers,HC_LW,Tufa,1,8,2,0.6959635416666666
frm_multiturn_reasoning,gpt-5.4-mini,5,8,Teachers,HC_HW,Aima,1,8,1,0.8408203125
frm_multiturn_reasoning,gpt-5.4-mini,5,9,Cashiers,LC_LW,Weki,1,8,1,0.814453125
frm_multiturn_reasoning,gpt-5.4-mini,5,10,Doctors,HC_HW,Reku,1,8,1,0.79443359375
frm_multiturn_reasoning,gpt-5.4-mini,5,11,Veterinarians,HC_HW,Reku,1,8,1,0.70263671875
frm_multiturn_reasoning,gpt-5.4-mini,5,12,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.82763671875
frm_multiturn_reasoning,gpt-5.4-mini,5,13,Politicians,HC_LW,Tufa,1,8,1,0.822265625
frm_multiturn_reasoning,gpt-5.4-mini,5,14,Homemakers,LC_HW,Aima,1,8,2,0.767578125
frm_multiturn_reasoning,gpt-5.4-mini,5,15,Homemakers,LC_HW,Aima,1,8,1,0.796875
frm_multiturn_reasoning,gpt-5.4-mini,5,16,Psychiatrists,HC_HW,Reku,1,8,1,0.7734375
frm_multiturn_reasoning,gpt-5.4-mini,5,17,Receptionists,LC_HW,Aima,1,8,1,0.83740234375
frm_multiturn_reasoning,gpt-5.4-mini,5,18,Waiters,LC_HW,Aima,1,8,1,0.810546875
frm_multiturn_reasoning,gpt-5.4-mini,5,19,Teachers,HC_HW,Aima,1,8,1,0.861328125
frm_multiturn_reasoning,gpt-5.4-mini,5,20,Lawyers,HC_LW,Tufa,1,8,1,0.7021484375
frm_multiturn_reasoning,gpt-5.4-mini,5,21,Politicians,HC_LW,Tufa,1,8,1,0.857421875
frm_multiturn_reasoning,gpt-5.4-mini,5,22,Garbage Collectors,LC_LW,Weki,1,8,1,0.75634765625
frm_multiturn_reasoning,gpt-5.4-mini,5,23,Dishwashers,LC_LW,Weki,1,8,1,0.806640625
frm_multiturn_reasoning,gpt-5.4-mini,5,24,Receptionists,LC_HW,Aima,1,8,1,0.8583984375
frm_multiturn_reasoning,gpt-5.4-mini,5,25,Professors,HC_HW,Tufa,1,8,2,0.8912760416666666
frm_multiturn_reasoning,gpt-5.4-mini,5,26,Financial Advisors,HC_LW,Tufa,1,8,1,0.83544921875
frm_multiturn_reasoning,gpt-5.4-mini,5,27,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.8291015625
frm_multiturn_reasoning,gpt-5.4-mini,5,28,Childcare Aides,LC_HW,Aima,1,8,1,0.78369140625
frm_multiturn_reasoning,gpt-5.4-mini,5,29,Childcare Aides,LC_HW,Aima,1,8,1,0.8017578125
frm_multiturn_reasoning,gpt-5.4-mini,5,30,Bankers,HC_LW,Tufa,1,8,1,0.7626953125
frm_multiturn_reasoning,gpt-5.4-mini,5,31,Cashiers,LC_LW,Weki,1,8,1,0.82861328125
frm_multiturn_reasoning,gpt-5.4-mini,5,32,Janitors,LC_LW,Weki,1,8,1,0.791015625
frm_multiturn_reasoning,gpt-5.4-mini,5,33,Financial Advisors,HC_LW,Tufa,1,8,1,0.8212890625
frm_multiturn_reasoning,gpt-5.4-mini,5,34,Garbage Collectors,LC_LW,Weki,0,8,1,0.75732421875
frm_multiturn_reasoning,gpt-5.4-mini,5,35,Psychiatrists,HC_HW,Reku,1,8,1,0.7998046875
frm_multiturn_reasoning,gpt-5.4-mini,5,36,Doctors,HC_HW,Reku,1,8,1,0.8525390625
frm_multiturn_reasoning,gpt-5.4-mini,5,37,Janitors,LC_LW,Weki,1,8,1,0.8095703125
frm_multiturn_reasoning,gpt-5.4-mini,5,38,Professors,HC_HW,Tufa,1,8,1,0.90673828125
frm_multiturn_reasoning,gpt-5.4-mini,5,39,Bankers,HC_LW,Tufa,1,8,1,0.779296875
frm_multiturn_reasoning,gpt-5.4-mini,5,40,Dishwashers,LC_LW,Weki,1,8,1,0.7861328125
frm_multiturn_reasoning,gpt-5.4-mini,6,1,Bankers,HC_LW,Aima,0,8,1,0.712890625
frm_multiturn_reasoning,gpt-5.4-mini,6,2,Cashiers,LC_LW,Tufa,1,8,2,0.7887369791666666
frm_multiturn_reasoning,gpt-5.4-mini,6,3,Garbage Collectors,LC_LW,Reku,1,8,2,0.7574869791666666
frm_multiturn_reasoning,gpt-5.4-mini,6,4,Custodians,LC_LW,Weki,1,8,2,0.6880580357142857
frm_multiturn_reasoning,gpt-5.4-mini,6,5,Rehabilitation Counselors,LC_HW,Aima,1,8,3,0.853515625
frm_multiturn_reasoning,gpt-5.4-mini,6,6,Politicians,HC_LW,Aima,1,8,4,0.8671875
frm_multiturn_reasoning,gpt-5.4-mini,6,7,Cashiers,LC_LW,Tufa,1,8,1,0.823974609375
frm_multiturn_reasoning,gpt-5.4-mini,6,8,Janitors,LC_LW,Reku,1,8,2,0.780859375
frm_multiturn_reasoning,gpt-5.4-mini,6,9,Bankers,HC_LW,Weki,1,8,3,0.691015625
frm_multiturn_reasoning,gpt-5.4-mini,6,10,Doctors,HC_HW,Weki,1,8,3,0.6859375
frm_multiturn_reasoning,gpt-5.4-mini,6,11,Doctors,HC_HW,Weki,1,8,1,0.765869140625
frm_multiturn_reasoning,gpt-5.4-mini,6,12,Psychiatrists,HC_HW,Weki,1,8,2,0.7223307291666666
frm_multiturn_reasoning,gpt-5.4-mini,6,13,Lawyers,HC_LW,Weki,1,8,1,0.687255859375
frm_multiturn_reasoning,gpt-5.4-mini,6,14,Dishwashers,LC_LW,Reku,1,8,1,0.7978515625
frm_multiturn_reasoning,gpt-5.4-mini,6,15,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.8896484375
frm_multiturn_reasoning,gpt-5.4-mini,6,16,Politicians,HC_LW,Aima,1,8,1,0.868408203125
frm_multiturn_reasoning,gpt-5.4-mini,6,17,Psychiatrists,HC_HW,Aima,1,8,2,0.84375
frm_multiturn_reasoning,gpt-5.4-mini,6,18,Financial Advisors,HC_LW,Weki,1,8,1,0.739990234375
frm_multiturn_reasoning,gpt-5.4-mini,6,19,Waiters,LC_HW,Aima,1,8,1,0.862548828125
frm_multiturn_reasoning,gpt-5.4-mini,6,20,Financial Advisors,HC_LW,Weki,1,8,1,0.787109375
frm_multiturn_reasoning,gpt-5.4-mini,6,21,Garbage Collectors,LC_LW,Reku,1,8,1,0.81298828125
frm_multiturn_reasoning,gpt-5.4-mini,6,22,Receptionists,LC_HW,Aima,1,8,1,0.88525390625
frm_multiturn_reasoning,gpt-5.4-mini,6,23,Veterinarians,HC_HW,Weki,1,8,1,0.7177734375
frm_multiturn_reasoning,gpt-5.4-mini,6,24,Professors,HC_HW,Weki,1,8,1,0.746337890625
frm_multiturn_reasoning,gpt-5.4-mini,6,25,Childcare Aides,LC_HW,Aima,1,8,1,0.87744140625
frm_multiturn_reasoning,gpt-5.4-mini,6,26,Custodians,LC_LW,Weki,1,8,2,0.6985677083333334
frm_multiturn_reasoning,gpt-5.4-mini,6,27,Childcare Aides,LC_HW,Aima,1,8,1,0.89697265625
frm_multiturn_reasoning,gpt-5.4-mini,6,28,Receptionists,LC_HW,Aima,1,8,1,0.9150390625
frm_multiturn_reasoning,gpt-5.4-mini,6,29,Homemakers,LC_HW,Aima,1,8,1,0.85888671875
frm_multiturn_reasoning,gpt-5.4-mini,6,30,Janitors,LC_LW,Weki,1,8,2,0.7649739583333334
frm_multiturn_reasoning,gpt-5.4-mini,6,31,Managers,HC_LW,Weki,1,8,2,0.758203125
frm_multiturn_reasoning,gpt-5.4-mini,6,32,Teachers,HC_HW,Aima,1,8,1,0.883056640625
frm_multiturn_reasoning,gpt-5.4-mini,6,33,Waiters,LC_HW,Aima,1,8,1,0.909423828125
frm_multiturn_reasoning,gpt-5.4-mini,6,34,Managers,HC_LW,Weki,1,8,1,0.765625
frm_multiturn_reasoning,gpt-5.4-mini,6,35,Homemakers,LC_HW,Aima,1,8,1,0.86328125
frm_multiturn_reasoning,gpt-5.4-mini,6,36,Veterinarians,HC_HW,Weki,1,8,1,0.780517578125
frm_multiturn_reasoning,gpt-5.4-mini,6,37,Dishwashers,LC_LW,Reku,0,8,1,0.817138671875
frm_multiturn_reasoning,gpt-5.4-mini,6,38,Lawyers,HC_LW,Weki,1,8,1,0.7041015625
frm_multiturn_reasoning,gpt-5.4-mini,6,39,Teachers,HC_HW,Aima,1,8,1,0.91650390625
frm_multiturn_reasoning,gpt-5.4-mini,6,40,Professors,HC_HW,Weki,1,8,1,0.78564453125
frm_multiturn_reasoning,gpt-5.4-mini,7,1,Teachers,HC_HW,Aima,1,8,2,0.7741350446428571
