condition,model,run_id,round,job,sector,chosen_group,success
baseline,gpt-5.5,3,7,Professors,HC_HW,Weki,1
baseline,gpt-5.5,3,8,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,3,9,Cashiers,LC_LW,Aima,1
baseline,gpt-5.5,3,10,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,3,11,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,3,12,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,3,13,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,3,14,Psychiatrists,HC_HW,Weki,1
baseline,gpt-5.5,3,15,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,3,16,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,3,17,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,3,18,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,3,19,Professors,HC_HW,Weki,1
baseline,gpt-5.5,3,20,Doctors,HC_HW,Weki,1
baseline,gpt-5.5,3,21,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,3,22,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,3,23,Custodians,LC_LW,Aima,1
baseline,gpt-5.5,3,24,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,3,25,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,3,26,Cashiers,LC_LW,Aima,1
baseline,gpt-5.5,3,27,Dishwashers,LC_LW,Aima,1
baseline,gpt-5.5,3,28,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,3,29,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,3,30,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,3,31,Garbage Collectors,LC_LW,Aima,1
baseline,gpt-5.5,3,32,Psychiatrists,HC_HW,Weki,1
baseline,gpt-5.5,3,33,Janitors,LC_LW,Aima,1
baseline,gpt-5.5,3,34,Financial Advisors,HC_LW,Tufa,0
baseline,gpt-5.5,3,35,Teachers,HC_HW,Weki,1
baseline,gpt-5.5,3,36,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,3,37,Dishwashers,LC_LW,Aima,1
baseline,gpt-5.5,3,38,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,3,39,Waiters,LC_HW,Reku,1
baseline,gpt-5.5,3,40,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,4,1,Childcare Aides,LC_HW,Aima,1
baseline,gpt-5.5,4,2,Garbage Collectors,LC_LW,Weki,1
baseline,gpt-5.5,4,3,Waiters,LC_HW,Aima,0
baseline,gpt-5.5,4,4,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,4,5,Psychiatrists,HC_HW,Reku,1
baseline,gpt-5.5,4,6,Psychiatrists,HC_HW,Reku,1
baseline,gpt-5.5,4,7,Teachers,HC_HW,Reku,1
baseline,gpt-5.5,4,8,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,4,9,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,4,10,Doctors,HC_HW,Reku,1
baseline,gpt-5.5,4,11,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,4,12,Veterinarians,HC_HW,Reku,1
baseline,gpt-5.5,4,13,Receptionists,LC_HW,Aima,1
baseline,gpt-5.5,4,14,Janitors,LC_LW,Weki,1
baseline,gpt-5.5,4,15,Janitors,LC_LW,Weki,0
baseline,gpt-5.5,4,16,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,4,17,Receptionists,LC_HW,Aima,1
baseline,gpt-5.5,4,18,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,4,19,Teachers,HC_HW,Reku,1
baseline,gpt-5.5,4,20,Doctors,HC_HW,Reku,1
baseline,gpt-5.5,4,21,Waiters,LC_HW,Aima,1
baseline,gpt-5.5,4,22,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,4,23,Childcare Aides,LC_HW,Aima,1
baseline,gpt-5.5,4,24,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,4,25,Professors,HC_HW,Reku,1
baseline,gpt-5.5,4,26,Homemakers,LC_HW,Aima,1
baseline,gpt-5.5,4,27,Homemakers,LC_HW,Aima,1
baseline,gpt-5.5,4,28,Professors,HC_HW,Reku,1
baseline,gpt-5.5,4,29,Rehabilitation Counselors,LC_HW,Aima,1
baseline,gpt-5.5,4,30,Garbage Collectors,LC_LW,Weki,0
baseline,gpt-5.5,4,31,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,4,32,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,4,33,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,4,34,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,4,35,Rehabilitation Counselors,LC_HW,Aima,1
baseline,gpt-5.5,4,36,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,4,37,Veterinarians,HC_HW,Reku,1
baseline,gpt-5.5,4,38,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,4,39,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,4,40,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,5,1,Garbage Collectors,LC_LW,Tufa,1
baseline,gpt-5.5,5,2,Homemakers,LC_HW,Aima,1
baseline,gpt-5.5,5,3,Teachers,HC_HW,Reku,1
baseline,gpt-5.5,5,4,Bankers,HC_LW,Weki,1
baseline,gpt-5.5,5,5,Lawyers,HC_LW,Weki,1
baseline,gpt-5.5,5,6,Doctors,HC_HW,Reku,0
baseline,gpt-5.5,5,7,Professors,HC_HW,Reku,1
baseline,gpt-5.5,5,8,Politicians,HC_LW,Weki,1
baseline,gpt-5.5,5,9,Custodians,LC_LW,Tufa,1
baseline,gpt-5.5,5,10,Financial Advisors,HC_LW,Weki,0
baseline,gpt-5.5,5,11,Custodians,LC_LW,Tufa,1
baseline,gpt-5.5,5,12,Receptionists,LC_HW,Aima,1
baseline,gpt-5.5,5,13,Receptionists,LC_HW,Aima,1
baseline,gpt-5.5,5,14,Homemakers,LC_HW,Aima,1
baseline,gpt-5.5,5,15,Professors,HC_HW,Reku,1
baseline,gpt-5.5,5,16,Dishwashers,LC_LW,Tufa,1
baseline,gpt-5.5,5,17,Childcare Aides,LC_HW,Aima,0
baseline,gpt-5.5,5,18,Waiters,LC_HW,Aima,1
baseline,gpt-5.5,5,19,Cashiers,LC_LW,Tufa,1
baseline,gpt-5.5,5,20,Lawyers,HC_LW,Weki,1
baseline,gpt-5.5,5,21,Rehabilitation Counselors,LC_HW,Aima,1
baseline,gpt-5.5,5,22,Managers,HC_LW,Weki,1
baseline,gpt-5.5,5,23,Garbage Collectors,LC_LW,Tufa,1
baseline,gpt-5.5,5,24,Dishwashers,LC_LW,Tufa,1
baseline,gpt-5.5,5,25,Financial Advisors,HC_LW,Reku,1
baseline,gpt-5.5,5,26,Janitors,LC_LW,Tufa,1
baseline,gpt-5.5,5,27,Rehabilitation Counselors,LC_HW,Aima,1
baseline,gpt-5.5,5,28,Psychiatrists,HC_HW,Reku,1
baseline,gpt-5.5,5,29,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,5,30,Janitors,LC_LW,Tufa,1
baseline,gpt-5.5,5,31,Cashiers,LC_LW,Tufa,1
baseline,gpt-5.5,5,32,Managers,HC_LW,Weki,1
baseline,gpt-5.5,5,33,Waiters,LC_HW,Aima,1
baseline,gpt-5.5,5,34,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,5,35,Bankers,HC_LW,Weki,1
baseline,gpt-5.5,5,36,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,5,37,Teachers,HC_HW,Reku,1
baseline,gpt-5.5,5,38,Psychiatrists,HC_HW,Reku,1
baseline,gpt-5.5,5,39,Doctors,HC_HW,Aima,1
baseline,gpt-5.5,5,40,Politicians,HC_LW,Weki,1
baseline,gpt-5.5,6,1,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,6,2,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,6,3,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,6,4,Janitors,LC_LW,Weki,1
baseline,gpt-5.5,6,5,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,6,6,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,6,7,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,6,8,Teachers,HC_HW,Aima,1
baseline,gpt-5.5,6,9,Janitors,LC_LW,Weki,1
baseline,gpt-5.5,6,10,Waiters,LC_HW,Reku,0
baseline,gpt-5.5,6,11,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,6,12,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,6,13,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,6,14,Doctors,HC_HW,Aima,1
baseline,gpt-5.5,6,15,Garbage Collectors,LC_LW,Weki,1
baseline,gpt-5.5,6,16,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,6,17,Teachers,HC_HW,Aima,1
baseline,gpt-5.5,6,18,Garbage Collectors,LC_LW,Weki,1
baseline,gpt-5.5,6,19,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,6,20,Waiters,LC_HW,Weki,1
baseline,gpt-5.5,6,21,Psychiatrists,HC_HW,Aima,1
baseline,gpt-5.5,6,22,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,6,23,Psychiatrists,HC_HW,Aima,1
baseline,gpt-5.5,6,24,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,6,25,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,6,26,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,6,27,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,6,28,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,6,29,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,6,30,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,6,31,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,6,32,Veterinarians,HC_HW,Aima,1
baseline,gpt-5.5,6,33,Professors,HC_HW,Aima,1
baseline,gpt-5.5,6,34,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,6,35,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,6,36,Doctors,HC_HW,Aima,0
baseline,gpt-5.5,6,37,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,6,38,Veterinarians,HC_HW,Aima,1
baseline,gpt-5.5,6,39,Professors,HC_HW,Aima,1
baseline,gpt-5.5,6,40,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,7,1,Dishwashers,LC_LW,Tufa,1
baseline,gpt-5.5,7,2,Lawyers,HC_LW,Aima,1
baseline,gpt-5.5,7,3,Psychiatrists,HC_HW,Weki,1
baseline,gpt-5.5,7,4,Professors,HC_HW,Weki,1
baseline,gpt-5.5,7,5,Financial Advisors,HC_LW,Aima,1
baseline,gpt-5.5,7,6,Waiters,LC_HW,Reku,1
baseline,gpt-5.5,7,7,Lawyers,HC_LW,Aima,1
baseline,gpt-5.5,7,8,Janitors,LC_LW,Tufa,1
baseline,gpt-5.5,7,9,Receptionists,LC_HW,Reku,0
baseline,gpt-5.5,7,10,Dishwashers,LC_LW,Tufa,1
baseline,gpt-5.5,7,11,Politicians,HC_LW,Aima,1
baseline,gpt-5.5,7,12,Cashiers,LC_LW,Tufa,1
baseline,gpt-5.5,7,13,Garbage Collectors,LC_LW,Tufa,1
baseline,gpt-5.5,7,14,Doctors,HC_HW,Weki,1
baseline,gpt-5.5,7,15,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,7,16,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,7,17,Bankers,HC_LW,Aima,1
baseline,gpt-5.5,7,18,Custodians,LC_LW,Tufa,1
baseline,gpt-5.5,7,19,Managers,HC_LW,Aima,1
baseline,gpt-5.5,7,20,Cashiers,LC_LW,Tufa,1
baseline,gpt-5.5,7,21,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,7,22,Waiters,LC_HW,Reku,1
baseline,gpt-5.5,7,23,Doctors,HC_HW,Weki,1
baseline,gpt-5.5,7,24,Politicians,HC_LW,Aima,1
baseline,gpt-5.5,7,25,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,7,26,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,7,27,Financial Advisors,HC_LW,Aima,1
baseline,gpt-5.5,7,28,Custodians,LC_LW,Tufa,1
baseline,gpt-5.5,7,29,Managers,HC_LW,Aima,1
baseline,gpt-5.5,7,30,Professors,HC_HW,Weki,1
baseline,gpt-5.5,7,31,Teachers,HC_HW,Weki,1
baseline,gpt-5.5,7,32,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,7,33,Garbage Collectors,LC_LW,Tufa,0
baseline,gpt-5.5,7,34,Janitors,LC_LW,Tufa,1
baseline,gpt-5.5,7,35,Teachers,HC_HW,Weki,1
baseline,gpt-5.5,7,36,Psychiatrists,HC_HW,Weki,1
baseline,gpt-5.5,7,37,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,7,38,Bankers,HC_LW,Aima,1
baseline,gpt-5.5,7,39,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,7,40,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,8,1,Teachers,HC_HW,Aima,1
baseline,gpt-5.5,8,2,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,8,3,Professors,HC_HW,Aima,1
baseline,gpt-5.5,8,4,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,8,5,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,8,6,Janitors,LC_LW,Weki,1
baseline,gpt-5.5,8,7,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,8,8,Doctors,HC_HW,Aima,1
baseline,gpt-5.5,8,9,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,8,10,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,8,11,Veterinarians,HC_HW,Aima,1
baseline,gpt-5.5,8,12,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,8,13,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,8,14,Lawyers,HC_LW,Tufa,0
baseline,gpt-5.5,8,15,Waiters,LC_HW,Reku,1
baseline,gpt-5.5,8,16,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,8,17,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,8,18,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,8,19,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,8,20,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,8,21,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,8,22,Lawyers,HC_LW,Aima,1
baseline,gpt-5.5,8,23,Professors,HC_HW,Aima,1
baseline,gpt-5.5,8,24,Garbage Collectors,LC_LW,Weki,0
baseline,gpt-5.5,8,25,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,8,26,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,8,27,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,8,28,Psychiatrists,HC_HW,Aima,1
baseline,gpt-5.5,8,29,Waiters,LC_HW,Reku,1
baseline,gpt-5.5,8,30,Psychiatrists,HC_HW,Aima,1
baseline,gpt-5.5,8,31,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,8,32,Garbage Collectors,LC_LW,Reku,1
baseline,gpt-5.5,8,33,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,8,34,Veterinarians,HC_HW,Aima,1
baseline,gpt-5.5,8,35,Doctors,HC_HW,Aima,0
baseline,gpt-5.5,8,36,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,8,37,Teachers,HC_HW,Aima,0
baseline,gpt-5.5,8,38,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,8,39,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,8,40,Janitors,LC_LW,Weki,1
baseline,gpt-5.5,9,1,Teachers,HC_HW,Aima,1
baseline,gpt-5.5,9,2,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,9,3,Homemakers,LC_HW,Reku,1
baseline,gpt-5.5,9,4,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,9,5,Professors,HC_HW,Aima,1
baseline,gpt-5.5,9,6,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,9,7,Rehabilitation Counselors,LC_HW,Reku,1
baseline,gpt-5.5,9,8,Janitors,LC_LW,Weki,1
baseline,gpt-5.5,9,9,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,9,10,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,9,11,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,9,12,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,9,13,Veterinarians,HC_HW,Aima,0
baseline,gpt-5.5,9,14,Garbage Collectors,LC_LW,Weki,1
baseline,gpt-5.5,9,15,Doctors,HC_HW,Aima,1
baseline,gpt-5.5,9,16,Teachers,HC_HW,Aima,1
baseline,gpt-5.5,9,17,Waiters,LC_HW,Reku,1
baseline,gpt-5.5,9,18,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,9,19,Childcare Aides,LC_HW,Reku,1
baseline,gpt-5.5,9,20,Doctors,HC_HW,Aima,1
baseline,gpt-5.5,9,21,Garbage Collectors,LC_LW,Weki,1
baseline,gpt-5.5,9,22,Lawyers,HC_LW,Tufa,1
baseline,gpt-5.5,9,23,Veterinarians,HC_HW,Reku,1
baseline,gpt-5.5,9,24,Professors,HC_HW,Aima,1
baseline,gpt-5.5,9,25,Janitors,LC_LW,Weki,1
baseline,gpt-5.5,9,26,Dishwashers,LC_LW,Weki,1
baseline,gpt-5.5,9,27,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,9,28,Managers,HC_LW,Tufa,1
baseline,gpt-5.5,9,29,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,9,30,Custodians,LC_LW,Weki,1
baseline,gpt-5.5,9,31,Waiters,LC_HW,Reku,1
baseline,gpt-5.5,9,32,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,9,33,Homemakers,LC_HW,Reku,0
baseline,gpt-5.5,9,34,Politicians,HC_LW,Tufa,1
baseline,gpt-5.5,9,35,Cashiers,LC_LW,Weki,1
baseline,gpt-5.5,9,36,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,9,37,Psychiatrists,HC_HW,Aima,1
baseline,gpt-5.5,9,38,Bankers,HC_LW,Tufa,1
baseline,gpt-5.5,9,39,Receptionists,LC_HW,Reku,1
baseline,gpt-5.5,9,40,Psychiatrists,HC_HW,Aima,1
baseline,gpt-5.5,10,1,Childcare Aides,LC_HW,Tufa,1
baseline,gpt-5.5,10,2,Rehabilitation Counselors,LC_HW,Tufa,0
baseline,gpt-5.5,10,3,Dishwashers,LC_LW,Aima,1
baseline,gpt-5.5,10,4,Lawyers,HC_LW,Reku,1
baseline,gpt-5.5,10,5,Garbage Collectors,LC_LW,Aima,1
baseline,gpt-5.5,10,6,Homemakers,LC_HW,Tufa,1
baseline,gpt-5.5,10,7,Bankers,HC_LW,Reku,1
baseline,gpt-5.5,10,8,Professors,HC_HW,Weki,1
baseline,gpt-5.5,10,9,Homemakers,LC_HW,Tufa,1
baseline,gpt-5.5,10,10,Doctors,HC_HW,Weki,1
baseline,gpt-5.5,10,11,Professors,HC_HW,Weki,0
baseline,gpt-5.5,10,12,Politicians,HC_LW,Reku,0
baseline,gpt-5.5,10,13,Psychiatrists,HC_HW,Weki,1
baseline,gpt-5.5,10,14,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,10,15,Teachers,HC_HW,Weki,1
baseline,gpt-5.5,10,16,Cashiers,LC_LW,Aima,1
baseline,gpt-5.5,10,17,Waiters,LC_HW,Tufa,0
baseline,gpt-5.5,10,18,Dishwashers,LC_LW,Aima,0
baseline,gpt-5.5,10,19,Janitors,LC_LW,Aima,1
baseline,gpt-5.5,10,20,Receptionists,LC_HW,Tufa,1
baseline,gpt-5.5,10,21,Custodians,LC_LW,Aima,1
baseline,gpt-5.5,10,22,Custodians,LC_LW,Aima,1
baseline,gpt-5.5,10,23,Politicians,HC_LW,Reku,1
baseline,gpt-5.5,10,24,Waiters,LC_HW,Tufa,1
baseline,gpt-5.5,10,25,Bankers,HC_LW,Reku,1
baseline,gpt-5.5,10,26,Financial Advisors,HC_LW,Reku,1
baseline,gpt-5.5,10,27,Doctors,HC_HW,Weki,1
baseline,gpt-5.5,10,28,Psychiatrists,HC_HW,Weki,1
baseline,gpt-5.5,10,29,Receptionists,LC_HW,Tufa,1
baseline,gpt-5.5,10,30,Managers,HC_LW,Reku,1
baseline,gpt-5.5,10,31,Financial Advisors,HC_LW,Reku,1
baseline,gpt-5.5,10,32,Cashiers,LC_LW,Aima,1
baseline,gpt-5.5,10,33,Janitors,LC_LW,Aima,1
baseline,gpt-5.5,10,34,Garbage Collectors,LC_LW,Aima,1
baseline,gpt-5.5,10,35,Teachers,HC_HW,Weki,1
baseline,gpt-5.5,10,36,Managers,HC_LW,Reku,1
baseline,gpt-5.5,10,37,Lawyers,HC_LW,Reku,1
baseline,gpt-5.5,10,38,Veterinarians,HC_HW,Weki,1
baseline,gpt-5.5,10,39,Childcare Aides,LC_HW,Tufa,1
baseline,gpt-5.5,10,40,Rehabilitation Counselors,LC_HW,Tufa,1
baseline,gpt-5.5,11,1,Receptionists,LC_HW,Aima,1
baseline,gpt-5.5,11,2,Financial Advisors,HC_LW,Tufa,1
baseline,gpt-5.5,11,3,Veterinarians,HC_HW,Reku,1
