condition,model,run_id,round,job,sector,chosen_group,success
baseline,deepseek/deepseek-r1,3,9,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,3,10,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,3,11,Receptionists,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,3,12,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,3,13,Managers,HC_LW,Tufa,0
baseline,deepseek/deepseek-r1,3,14,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,3,15,Lawyers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,3,16,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,3,17,Managers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,3,18,Waiters,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,3,19,Bankers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,3,20,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,4,1,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,4,2,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,4,3,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,4,4,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,4,5,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,4,6,Janitors,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,4,7,Janitors,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,4,8,Waiters,LC_HW,Weki,0
baseline,deepseek/deepseek-r1,4,9,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,4,10,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,4,11,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,4,12,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,4,13,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,4,14,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,4,15,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,4,16,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,4,17,Bankers,HC_LW,Aima,0
baseline,deepseek/deepseek-r1,4,18,Doctors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,4,19,Bankers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,4,20,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,5,1,Lawyers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,5,2,Bankers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,5,3,Lawyers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,5,4,Professors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,5,5,Janitors,LC_LW,Weki,0
baseline,deepseek/deepseek-r1,5,6,Waiters,LC_HW,Aima,0
baseline,deepseek/deepseek-r1,5,7,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,5,8,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,5,9,Teachers,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,5,10,Doctors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,5,11,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,5,12,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,5,13,Professors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,5,14,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,5,15,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,5,16,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,5,17,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,5,18,Doctors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,5,19,Teachers,HC_HW,Tufa,0
baseline,deepseek/deepseek-r1,5,20,Bankers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,6,1,Waiters,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,2,Professors,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,3,Teachers,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,4,Bankers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,5,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,6,Doctors,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,7,Janitors,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,8,Cashiers,LC_LW,Weki,0
baseline,deepseek/deepseek-r1,6,9,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,10,Doctors,HC_HW,Weki,0
baseline,deepseek/deepseek-r1,6,11,Teachers,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,12,Receptionists,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,13,Janitors,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,14,Professors,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,15,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,16,Managers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,17,Receptionists,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,18,Waiters,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,6,19,Bankers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,6,20,Managers,HC_LW,Weki,0
baseline,deepseek/deepseek-r1,7,1,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,7,2,Teachers,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,7,3,Doctors,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,7,4,Managers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,7,5,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,7,6,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,7,7,Managers,HC_LW,Weki,0
baseline,deepseek/deepseek-r1,7,8,Bankers,HC_LW,Aima,0
baseline,deepseek/deepseek-r1,7,9,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,7,10,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,7,11,Bankers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,7,12,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,7,13,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,7,14,Professors,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,7,15,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,7,16,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,7,17,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,7,18,Teachers,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,7,19,Doctors,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,7,20,Professors,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,8,1,Waiters,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,8,2,Professors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,8,3,Professors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,8,4,Janitors,LC_LW,Tufa,1
baseline,deepseek/deepseek-r1,8,5,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,8,6,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,8,7,Receptionists,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,8,8,Managers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,8,9,Cashiers,LC_LW,Tufa,1
baseline,deepseek/deepseek-r1,8,10,Doctors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,8,11,Receptionists,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,8,12,Janitors,LC_LW,Tufa,1
baseline,deepseek/deepseek-r1,8,13,Waiters,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,8,14,Bankers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,8,15,Doctors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,8,16,Managers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,8,17,Teachers,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,8,18,Cashiers,LC_LW,Tufa,1
baseline,deepseek/deepseek-r1,8,19,Teachers,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,8,20,Bankers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,9,1,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,9,2,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,9,3,Managers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,9,4,Janitors,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,9,5,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,9,6,Managers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,9,7,Janitors,LC_LW,Tufa,1
baseline,deepseek/deepseek-r1,9,8,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,9,9,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,9,10,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,9,11,Bankers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,9,12,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,9,13,Lawyers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,9,14,Bankers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,9,15,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,9,16,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,9,17,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,9,18,Cashiers,LC_LW,Weki,0
baseline,deepseek/deepseek-r1,9,19,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,9,20,Doctors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,10,1,Lawyers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,10,2,Waiters,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,10,3,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,10,4,Receptionists,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,10,5,Lawyers,HC_LW,Weki,1
baseline,deepseek/deepseek-r1,10,6,Managers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,10,7,Doctors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,10,8,Cashiers,LC_LW,Aima,1
baseline,deepseek/deepseek-r1,10,9,Waiters,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,10,10,Janitors,LC_LW,Reku,0
baseline,deepseek/deepseek-r1,10,11,Bankers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,10,12,Managers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,10,13,Professors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,10,14,Teachers,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,10,15,Teachers,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,10,16,Receptionists,LC_HW,Aima,0
baseline,deepseek/deepseek-r1,10,17,Professors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,10,18,Cashiers,LC_LW,Aima,1
baseline,deepseek/deepseek-r1,10,19,Doctors,HC_HW,Tufa,1
baseline,deepseek/deepseek-r1,10,20,Bankers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,11,1,Cashiers,LC_LW,Weki,0
baseline,deepseek/deepseek-r1,11,2,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,11,3,Janitors,LC_LW,Tufa,1
baseline,deepseek/deepseek-r1,11,4,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,11,5,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,11,6,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,11,7,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,11,8,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,11,9,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,11,10,Receptionists,LC_HW,Reku,0
baseline,deepseek/deepseek-r1,11,11,Janitors,LC_LW,Tufa,1
baseline,deepseek/deepseek-r1,11,12,Bankers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,11,13,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,11,14,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,11,15,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,11,16,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,11,17,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,11,18,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,11,19,Bankers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,11,20,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,12,1,Professors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,12,2,Receptionists,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,12,3,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,12,4,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,12,5,Lawyers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,12,6,Teachers,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,12,7,Waiters,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,12,8,Doctors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,12,9,Professors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,12,10,Managers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,12,11,Receptionists,LC_HW,Aima,1
baseline,deepseek/deepseek-r1,12,12,Waiters,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,12,13,Bankers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,12,14,Bankers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,12,15,Janitors,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,12,16,Doctors,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,12,17,Lawyers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,12,18,Teachers,HC_HW,Reku,1
baseline,deepseek/deepseek-r1,12,19,Managers,HC_LW,Reku,1
baseline,deepseek/deepseek-r1,12,20,Janitors,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,13,1,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,13,2,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,13,3,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,13,4,Receptionists,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,13,5,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,13,6,Receptionists,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,13,7,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,13,8,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,13,9,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,13,10,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,13,11,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,13,12,Waiters,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,13,13,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,13,14,Bankers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,13,15,Cashiers,LC_LW,Weki,1
baseline,deepseek/deepseek-r1,13,16,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,13,17,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,13,18,Bankers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,13,19,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,13,20,Waiters,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,14,1,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,14,2,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,14,3,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,14,4,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,14,5,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,14,6,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,14,7,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,14,8,Managers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,14,9,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,14,10,Teachers,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,14,11,Lawyers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,14,12,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,14,13,Teachers,HC_HW,Aima,0
baseline,deepseek/deepseek-r1,14,14,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,14,15,Bankers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,14,16,Bankers,HC_LW,Aima,0
baseline,deepseek/deepseek-r1,14,17,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,14,18,Waiters,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,14,19,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,14,20,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,15,1,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,15,2,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,15,3,Lawyers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,15,4,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,15,5,Lawyers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,15,6,Managers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,15,7,Bankers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,15,8,Janitors,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,15,9,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,15,10,Receptionists,LC_HW,Reku,1
baseline,deepseek/deepseek-r1,15,11,Professors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,15,12,Waiters,LC_HW,Reku,0
baseline,deepseek/deepseek-r1,15,13,Managers,HC_LW,Tufa,1
baseline,deepseek/deepseek-r1,15,14,Bankers,HC_LW,Aima,1
baseline,deepseek/deepseek-r1,15,15,Teachers,HC_HW,Aima,0
baseline,deepseek/deepseek-r1,15,16,Doctors,HC_HW,Aima,1
baseline,deepseek/deepseek-r1,15,17,Teachers,HC_HW,Weki,1
baseline,deepseek/deepseek-r1,15,18,Waiters,LC_HW,Weki,1
baseline,deepseek/deepseek-r1,15,19,Cashiers,LC_LW,Reku,1
baseline,deepseek/deepseek-r1,15,20,Receptionists,LC_HW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,1,1,Cashiers,LC_LW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,1,2,Cashiers,LC_LW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,1,3,Janitors,LC_LW,Reku,0
baseline,meta-llama/llama-3.3-70b-instruct,1,4,Doctors,HC_HW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,1,5,Doctors,HC_HW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,1,6,Teachers,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,1,7,Professors,HC_HW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,1,8,Receptionists,LC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,1,9,Janitors,LC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,1,10,Professors,HC_HW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,1,11,Receptionists,LC_HW,Aima,0
baseline,meta-llama/llama-3.3-70b-instruct,1,12,Bankers,HC_LW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,1,13,Teachers,HC_HW,Aima,0
baseline,meta-llama/llama-3.3-70b-instruct,1,14,Managers,HC_LW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,1,15,Waiters,LC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,1,16,Managers,HC_LW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,1,17,Lawyers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,1,18,Bankers,HC_LW,Reku,0
baseline,meta-llama/llama-3.3-70b-instruct,1,19,Waiters,LC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,1,20,Lawyers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,2,1,Doctors,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,2,2,Lawyers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,2,3,Professors,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,2,4,Receptionists,LC_HW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,2,5,Professors,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,2,6,Doctors,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,2,7,Managers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,2,8,Cashiers,LC_LW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,2,9,Teachers,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,2,10,Bankers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,2,11,Janitors,LC_LW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,2,12,Receptionists,LC_HW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,2,13,Waiters,LC_HW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,2,14,Waiters,LC_HW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,2,15,Lawyers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,2,16,Managers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,2,17,Cashiers,LC_LW,Reku,0
baseline,meta-llama/llama-3.3-70b-instruct,2,18,Teachers,HC_HW,Aima,0
baseline,meta-llama/llama-3.3-70b-instruct,2,19,Janitors,LC_LW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,2,20,Bankers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,3,1,Teachers,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,3,2,Receptionists,LC_HW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,3,3,Janitors,LC_LW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,3,4,Managers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,3,5,Lawyers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,3,6,Professors,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,3,7,Cashiers,LC_LW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,3,8,Janitors,LC_LW,Weki,1
baseline,meta-llama/llama-3.3-70b-instruct,3,9,Managers,HC_LW,Tufa,1
baseline,meta-llama/llama-3.3-70b-instruct,3,10,Waiters,LC_HW,Reku,0
baseline,meta-llama/llama-3.3-70b-instruct,3,11,Receptionists,LC_HW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,3,12,Professors,HC_HW,Aima,1
baseline,meta-llama/llama-3.3-70b-instruct,3,13,Cashiers,LC_LW,Reku,1
baseline,meta-llama/llama-3.3-70b-instruct,3,14,Waiters,LC_HW,Aima,1
