condition,model,run_id,round,job,sector,chosen_group,success,diversity_bonus,total_points
explicit_incentivization,deepseek/deepseek-r1,2,4,Bankers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,5,Professors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,6,Professors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,7,Doctors,HC_HW,Tufa,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,2,8,Managers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,9,Teachers,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,10,Managers,HC_LW,Weki,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,2,11,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,12,Doctors,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,2,13,Janitors,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,14,Teachers,HC_HW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,2,15,Cashiers,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,16,Waiters,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,17,Bankers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,18,Waiters,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,2,19,Receptionists,LC_HW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,2,20,Lawyers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,3,1,Waiters,LC_HW,Tufa,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,3,2,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,3,Bankers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,4,Doctors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,5,Teachers,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,6,Teachers,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,7,Receptionists,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,8,Cashiers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,9,Doctors,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,3,10,Professors,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,11,Receptionists,LC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,12,Lawyers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,13,Lawyers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,14,Professors,HC_HW,Weki,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,3,15,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,16,Bankers,HC_LW,Weki,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,3,17,Waiters,LC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,3,18,Janitors,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,3,19,Managers,HC_LW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,3,20,Managers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,4,1,Janitors,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,2,Professors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,3,Bankers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,4,Receptionists,LC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,5,Managers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,6,Teachers,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,7,Cashiers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,8,Receptionists,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,9,Waiters,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,10,Lawyers,HC_LW,Aima,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,4,11,Lawyers,HC_LW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,4,12,Managers,HC_LW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,4,13,Professors,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,4,14,Cashiers,LC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,4,15,Janitors,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,16,Teachers,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,4,17,Doctors,HC_HW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,4,18,Waiters,LC_HW,Weki,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,4,19,Doctors,HC_HW,Tufa,0,0.3333333333333333,0.3333333333333333
explicit_incentivization,deepseek/deepseek-r1,4,20,Bankers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,1,Teachers,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,2,Professors,HC_HW,Tufa,0,0.5,0.5
explicit_incentivization,deepseek/deepseek-r1,5,3,Receptionists,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,4,Waiters,LC_HW,Reku,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,5,5,Janitors,LC_LW,Weki,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,5,6,Receptionists,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,7,Janitors,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,8,Bankers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,9,Lawyers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,5,10,Teachers,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,11,Lawyers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,12,Managers,HC_LW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,5,13,Cashiers,LC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,5,14,Doctors,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,5,15,Managers,HC_LW,Tufa,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,deepseek/deepseek-r1,5,16,Bankers,HC_LW,Aima,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,deepseek/deepseek-r1,5,17,Waiters,LC_HW,Weki,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,5,18,Professors,HC_HW,Aima,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,deepseek/deepseek-r1,5,19,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,5,20,Doctors,HC_HW,Aima,1,0.25,1.25
explicit_incentivization,deepseek/deepseek-r1,7,1,Cashiers,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,2,Receptionists,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,3,Waiters,LC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,4,Teachers,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,5,Waiters,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,6,Bankers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,7,Teachers,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,8,Lawyers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,9,Managers,HC_LW,Reku,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,7,10,Janitors,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,11,Managers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,12,Lawyers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,7,13,Receptionists,LC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,14,Professors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,15,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,16,Doctors,HC_HW,Aima,0,0.5,0.5
explicit_incentivization,deepseek/deepseek-r1,7,17,Janitors,LC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,7,18,Bankers,HC_LW,Weki,0,0.5,0.5
explicit_incentivization,deepseek/deepseek-r1,7,19,Doctors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,7,20,Professors,HC_HW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,8,1,Teachers,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,2,Waiters,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,3,Lawyers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,4,Teachers,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,5,Doctors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,6,Professors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,7,Bankers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,8,Receptionists,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,9,Doctors,HC_HW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,8,10,Bankers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,11,Janitors,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,12,Professors,HC_HW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,8,13,Managers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,14,Cashiers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,15,Receptionists,LC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,8,16,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,17,Lawyers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,8,18,Cashiers,LC_LW,Weki,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,8,19,Waiters,LC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,8,20,Managers,HC_LW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,9,1,Janitors,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,2,Professors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,3,Professors,HC_HW,Reku,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,9,4,Managers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,5,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,6,Managers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,7,Bankers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,8,Teachers,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,9,9,Doctors,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,10,Waiters,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,11,Bankers,HC_LW,Reku,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,9,12,Doctors,HC_HW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,9,13,Receptionists,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,14,Cashiers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,15,Waiters,LC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,16,Receptionists,LC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,17,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,18,Lawyers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,9,19,Teachers,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,9,20,Lawyers,HC_LW,Weki,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,11,1,Doctors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,2,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,3,Teachers,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,4,Waiters,LC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,5,Janitors,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,6,Bankers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,7,Waiters,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,8,Professors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,9,Bankers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,10,Doctors,HC_HW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,11,11,Receptionists,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,12,Managers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,13,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,14,Professors,HC_HW,Aima,0,0.5,0.5
explicit_incentivization,deepseek/deepseek-r1,11,15,Cashiers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,16,Teachers,HC_HW,Aima,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,deepseek/deepseek-r1,11,17,Lawyers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,11,18,Managers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,11,19,Lawyers,HC_LW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,11,20,Receptionists,LC_HW,Reku,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,12,1,Doctors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,2,Bankers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,3,Bankers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,4,Waiters,LC_HW,Reku,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,12,5,Cashiers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,6,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,7,Managers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,8,Receptionists,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,9,Lawyers,HC_LW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,12,10,Managers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,11,Teachers,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,12,Janitors,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,13,Teachers,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,14,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,15,Receptionists,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,16,Professors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,12,17,Waiters,LC_HW,Weki,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,12,18,Doctors,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,12,19,Professors,HC_HW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,12,20,Lawyers,HC_LW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,13,1,Janitors,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,2,Doctors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,3,Doctors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,4,Professors,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,5,Professors,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,6,Waiters,LC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,7,Managers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,8,Receptionists,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,9,Bankers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,10,Lawyers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,11,Receptionists,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,12,Teachers,HC_HW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,13,13,Managers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,14,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,15,Bankers,HC_LW,Weki,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,13,16,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,13,17,Teachers,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,13,18,Cashiers,LC_LW,Weki,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,13,19,Lawyers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,13,20,Waiters,LC_HW,Aima,0,0.5,0.5
explicit_incentivization,deepseek/deepseek-r1,15,1,Teachers,HC_HW,Aima,0,1.0,1.0
explicit_incentivization,deepseek/deepseek-r1,15,2,Cashiers,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,3,Janitors,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,4,Professors,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,5,Cashiers,LC_LW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,15,6,Bankers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,7,Managers,HC_LW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,15,8,Waiters,LC_HW,Reku,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,9,Lawyers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,10,Receptionists,LC_HW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,15,11,Doctors,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,12,Receptionists,LC_HW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,13,Doctors,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,14,Bankers,HC_LW,Tufa,0,0.5,0.5
explicit_incentivization,deepseek/deepseek-r1,15,15,Professors,HC_HW,Reku,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,15,16,Lawyers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,17,Managers,HC_LW,Reku,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,deepseek/deepseek-r1,15,18,Waiters,LC_HW,Tufa,1,1.0,2.0
explicit_incentivization,deepseek/deepseek-r1,15,19,Janitors,LC_LW,Weki,1,0.5,1.5
explicit_incentivization,deepseek/deepseek-r1,15,20,Teachers,HC_HW,Reku,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,1,Bankers,HC_LW,Tufa,0,1.0,1.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,2,Janitors,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,3,Janitors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,4,Managers,HC_LW,Weki,0,1.0,1.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,5,Professors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,6,Receptionists,LC_HW,Reku,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,7,Cashiers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,8,Receptionists,LC_HW,Tufa,0,1.0,1.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,9,Bankers,HC_LW,Aima,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,10,Teachers,HC_HW,Weki,0,1.0,1.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,11,Teachers,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,12,Doctors,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,13,Waiters,LC_HW,Tufa,1,0.5,1.5
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,14,Managers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,15,Doctors,HC_HW,Reku,1,0.5,1.5
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,16,Waiters,LC_HW,Aima,0,1.0,1.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,17,Lawyers,HC_LW,Tufa,0,0.5,0.5
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,18,Cashiers,LC_LW,Aima,1,0.5,1.5
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,19,Professors,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,1,20,Lawyers,HC_LW,Reku,1,0.5,1.5
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,2,1,Bankers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,2,2,Doctors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,2,3,Lawyers,HC_LW,Reku,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,2,4,Lawyers,HC_LW,Weki,1,1.0,2.0
explicit_incentivization,meta-llama/llama-3.3-70b-instruct,2,5,Janitors,LC_LW,Tufa,1,1.0,2.0
