condition,model,run_id,round,job,sector,chosen_group,success,diversity_bonus,total_points
explicit_incentivization,gpt-5.4-mini,3,40,Childcare Aides,LC_HW,Tufa,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,4,1,Lawyers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,4,2,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,4,3,Garbage Collectors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,4,4,Dishwashers,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,4,5,Receptionists,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,4,6,Homemakers,LC_HW,Weki,0,1.0,1.0
explicit_incentivization,gpt-5.4-mini,4,7,Psychiatrists,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,4,8,Doctors,HC_HW,Tufa,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,4,9,Teachers,HC_HW,Tufa,0,0.3333333333333333,0.3333333333333333
explicit_incentivization,gpt-5.4-mini,4,10,Bankers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,4,11,Waiters,LC_HW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,4,12,Waiters,LC_HW,Aima,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,4,13,Veterinarians,HC_HW,Tufa,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,4,14,Cashiers,LC_LW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,4,15,Homemakers,LC_HW,Aima,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,4,16,Managers,HC_LW,Tufa,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,4,17,Bankers,HC_LW,Tufa,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,4,18,Teachers,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,4,19,Receptionists,LC_HW,Aima,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,4,20,Veterinarians,HC_HW,Tufa,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,4,21,Psychiatrists,HC_HW,Tufa,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,4,22,Professors,HC_HW,Tufa,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,4,23,Childcare Aides,LC_HW,Aima,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,4,24,Financial Advisors,HC_LW,Tufa,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,4,25,Politicians,HC_LW,Tufa,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,4,26,Custodians,LC_LW,Reku,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,4,27,Childcare Aides,LC_HW,Aima,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,4,28,Dishwashers,LC_LW,Weki,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,4,29,Custodians,LC_LW,Reku,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,4,30,Politicians,HC_LW,Tufa,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,4,31,Professors,HC_HW,Tufa,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,4,32,Janitors,LC_LW,Reku,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,4,33,Managers,HC_LW,Tufa,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,4,34,Garbage Collectors,LC_LW,Reku,0,0.2,0.2
explicit_incentivization,gpt-5.4-mini,4,35,Rehabilitation Counselors,LC_HW,Aima,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,4,36,Financial Advisors,HC_LW,Tufa,1,0.1111111111111111,1.1111111111111112
explicit_incentivization,gpt-5.4-mini,4,37,Lawyers,HC_LW,Tufa,1,0.1,1.1
explicit_incentivization,gpt-5.4-mini,4,38,Janitors,LC_LW,Reku,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,4,39,Rehabilitation Counselors,LC_HW,Aima,1,0.1111111111111111,1.1111111111111112
explicit_incentivization,gpt-5.4-mini,4,40,Doctors,HC_HW,Tufa,1,0.1111111111111111,1.1111111111111112
explicit_incentivization,gpt-5.4-mini,5,1,Teachers,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,5,2,Childcare Aides,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,5,3,Custodians,LC_LW,Tufa,0,1.0,1.0
explicit_incentivization,gpt-5.4-mini,5,4,Childcare Aides,LC_HW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,5,5,Receptionists,LC_HW,Aima,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,5,6,Lawyers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,5,7,Garbage Collectors,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,5,8,Politicians,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,5,9,Janitors,LC_LW,Reku,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,5,10,Politicians,HC_LW,Tufa,0,0.3333333333333333,0.3333333333333333
explicit_incentivization,gpt-5.4-mini,5,11,Doctors,HC_HW,Weki,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,5,12,Financial Advisors,HC_LW,Tufa,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,5,13,Garbage Collectors,LC_LW,Reku,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,5,14,Janitors,LC_LW,Reku,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,5,15,Custodians,LC_LW,Reku,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,5,16,Psychiatrists,HC_HW,Weki,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,5,17,Bankers,HC_LW,Tufa,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,5,18,Rehabilitation Counselors,LC_HW,Aima,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,5,19,Bankers,HC_LW,Tufa,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,5,20,Doctors,HC_HW,Weki,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,5,21,Teachers,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,5,22,Managers,HC_LW,Tufa,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,5,23,Veterinarians,HC_HW,Weki,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,5,24,Homemakers,LC_HW,Aima,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,5,25,Homemakers,LC_HW,Aima,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,5,26,Dishwashers,LC_LW,Reku,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,5,27,Managers,HC_LW,Tufa,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,5,28,Financial Advisors,HC_LW,Tufa,1,0.1111111111111111,1.1111111111111112
explicit_incentivization,gpt-5.4-mini,5,29,Psychiatrists,HC_HW,Weki,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,5,30,Lawyers,HC_LW,Tufa,1,0.1,1.1
explicit_incentivization,gpt-5.4-mini,5,31,Waiters,LC_HW,Aima,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,5,32,Receptionists,LC_HW,Aima,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,5,33,Veterinarians,HC_HW,Weki,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,5,34,Rehabilitation Counselors,LC_HW,Aima,1,0.1111111111111111,1.1111111111111112
explicit_incentivization,gpt-5.4-mini,5,35,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,5,36,Professors,HC_HW,Aima,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,5,37,Dishwashers,LC_LW,Reku,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,5,38,Waiters,LC_HW,Aima,0,0.1,0.1
explicit_incentivization,gpt-5.4-mini,5,39,Professors,HC_HW,Aima,0,0.25,0.25
explicit_incentivization,gpt-5.4-mini,5,40,Cashiers,LC_LW,Aima,0,0.5,0.5
explicit_incentivization,gpt-5.4-mini,6,1,Rehabilitation Counselors,LC_HW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,6,2,Lawyers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,6,3,Rehabilitation Counselors,LC_HW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,6,4,Veterinarians,HC_HW,Reku,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,6,5,Professors,HC_HW,Weki,0,1.0,1.0
explicit_incentivization,gpt-5.4-mini,6,6,Teachers,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,6,7,Garbage Collectors,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,6,8,Homemakers,LC_HW,Aima,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,6,9,Garbage Collectors,LC_LW,Weki,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,6,10,Teachers,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,6,11,Cashiers,LC_LW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,6,12,Veterinarians,HC_HW,Reku,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,6,13,Psychiatrists,HC_HW,Reku,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,6,14,Doctors,HC_HW,Reku,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,6,15,Receptionists,LC_HW,Aima,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,6,16,Custodians,LC_LW,Weki,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,6,17,Bankers,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,6,18,Custodians,LC_LW,Weki,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,6,19,Managers,HC_LW,Tufa,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,6,20,Waiters,LC_HW,Aima,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,6,21,Lawyers,HC_LW,Tufa,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,6,22,Janitors,LC_LW,Weki,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,6,23,Bankers,HC_LW,Tufa,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,6,24,Janitors,LC_LW,Weki,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,6,25,Waiters,LC_HW,Aima,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,6,26,Dishwashers,LC_LW,Weki,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,6,27,Managers,HC_LW,Tufa,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,6,28,Dishwashers,LC_LW,Weki,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,6,29,Cashiers,LC_LW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,6,30,Homemakers,LC_HW,Aima,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,6,31,Financial Advisors,HC_LW,Tufa,1,0.14285714285714285,1.1428571428571428
explicit_incentivization,gpt-5.4-mini,6,32,Professors,HC_HW,Tufa,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,6,33,Receptionists,LC_HW,Aima,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,6,34,Psychiatrists,HC_HW,Reku,1,0.2,1.2
explicit_incentivization,gpt-5.4-mini,6,35,Childcare Aides,LC_HW,Aima,1,0.1111111111111111,1.1111111111111112
explicit_incentivization,gpt-5.4-mini,6,36,Doctors,HC_HW,Reku,1,0.16666666666666666,1.1666666666666667
explicit_incentivization,gpt-5.4-mini,6,37,Politicians,HC_LW,Tufa,1,0.125,1.125
explicit_incentivization,gpt-5.4-mini,6,38,Politicians,HC_LW,Tufa,1,0.1111111111111111,1.1111111111111112
explicit_incentivization,gpt-5.4-mini,6,39,Childcare Aides,LC_HW,Aima,1,0.1,1.1
explicit_incentivization,gpt-5.4-mini,6,40,Financial Advisors,HC_LW,Tufa,1,0.1,1.1
explicit_incentivization,gpt-5.4-mini,7,1,Dishwashers,LC_LW,Reku,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,7,2,Janitors,LC_LW,Reku,0,0.5,0.5
explicit_incentivization,gpt-5.4-mini,7,3,Receptionists,LC_HW,Aima,0,1.0,1.0
explicit_incentivization,gpt-5.4-mini,7,4,Custodians,LC_LW,Weki,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,7,5,Garbage Collectors,LC_LW,Weki,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,7,6,Childcare Aides,LC_HW,Reku,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,7,7,Bankers,HC_LW,Tufa,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,7,8,Custodians,LC_LW,Weki,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,7,9,Doctors,HC_HW,Aima,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,7,10,Politicians,HC_LW,Tufa,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,7,11,Janitors,LC_LW,Weki,1,0.25,1.25
explicit_incentivization,gpt-5.4-mini,7,12,Financial Advisors,HC_LW,Tufa,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,7,13,Professors,HC_HW,Aima,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,7,14,Homemakers,LC_HW,Reku,1,0.5,1.5
explicit_incentivization,gpt-5.4-mini,7,15,Cashiers,LC_LW,Tufa,1,1.0,2.0
explicit_incentivization,gpt-5.4-mini,7,16,Waiters,LC_HW,Reku,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,7,17,Dishwashers,LC_LW,Reku,1,0.3333333333333333,1.3333333333333333
explicit_incentivization,gpt-5.4-mini,7,18,Managers,HC_LW,Tufa,1,0.25,1.25
